title,rate,rate_nums,onyear,area
冰雪奇缘的故事：打造迪斯尼动画经典,8.8,128,2014,美国
大变局之梦回甲午,3,325,2015,中国大陆
谁杀了潘巾莲,3,87,2015,中国大陆
AV偶像2,3,64,2015,韩国 / 日本
爱丽丝之歌,3,61,2015,日本
五十度黑,3,47,2015,中国大陆
天边的孩子,2.9,638,2015,中国大陆
枕边诡影,2.9,335,2015,中国大陆
性的研究,2.9,202,2015,韩国
疯狂试爱,2.9,64,2015,中国大陆
18爱不爱之怦然心动,2.9,73,2015,中国大陆
求爱操作团,2.9,66,2015,中国大陆
初心房间,2.9,48,2015,中国大陆
占卜实验2：死亡剧院,2.9,49,2015,美国
我的处女地,2.8,169,2015,中国大陆
默守那份情,2.8,116,2015,中国大陆
拯救希拉,2.8,64,2015,中国大陆
青春盛宴2：边沿,2.8,46,2015,中国大陆
病毒之末日危机,2.8,42,2015,中国大陆
没有的事,2.8,31,2015,韩国
霸道总裁别惹我,2.8,31,2015,中国大陆
情剑,2.7,1494,2015,中国大陆
摇滚水果,2.7,680,2015,中国大陆
人皮拼图,2.7,558,2015,中国大陆
陌路惊笑,2.7,560,2015,中国大陆
纯真年代,2.7,215,2015,中国大陆
勿忘初心,2.7,164,2015,中国大陆
逃学英雄,2.7,57,2015,中国大陆
恐怖禁忌之红旗袍,2.6,491,2015,中国大陆
无贱道,2.6,183,2015,中国大陆
不能错过,2.6,160,2015,中国大陆
特工学妹,2.6,79,2015,中国大陆
解救吾小姐,2.6,73,2015,中国大陆
床下有人3,2.5,811,2015,中国大陆
太空熊猫英雄归来,2.5,522,2015,中国大陆
我很帅,2.5,143,2015,中国大陆
异能女友,2.5,114,2015,中国大陆
当流星划过天际,2.5,77,2015,中国大陆
道姑下山,2.5,57,2015,中国大陆
美女也疯狂,2.5,50,2015,中国大陆
星探,2.4,493,2015,香港
少年杨靖宇,2.4,89,2015,中国大陆
生化危机战,2.4,70,2015,中国大陆
钢管侠,2.3,221,2015,中国大陆
女导演连环杀人案,2.2,87,2015,中国大陆
我不是王宝强,2.2,42,2015,中国大陆
蹴鞠,2.1,152,2015,中国大陆
恶棍天使,4,85174,2015,中国大陆
骇客交锋,4,4349,2015,美国
沙西米,4,2410,2015,台湾
诱人的飞行,4,1588,2015,韩国
勾当2：红色骆驼,4,452,2015,韩国
东莞女孩,4,197,2015,中国大陆
新娘大作战,3.9,40287,2015,中国大陆 / 香港
同流合乌,3.9,976,2015,香港 / 泰国
心跳戈壁,3.9,857,2015,中国大陆
妻子的情人,3.9,334,2015,韩国
东京无国籍少女,4,412,2015,日本
火云端,3.9,107,2015,中国大陆
沈厅野史,3.9,76,2015,韩国
鸡巴兔杀手,3.9,57,2015,芬兰
不可思异,3.8,14295,2015,中国大陆
男神时代,3.8,4979,2015,中国大陆
终极救援,3.8,1290,2015,美国 / 英国
美味的陷阱,3.8,249,2015,韩国
Hello锦衣卫,3.8,291,2015,中国大陆
迷宫：秘密爱,3.8,198,2015,韩国
致命领养,3.8,121,2015,美国
病毒航班,3.8,106,2015,英国
吸血夜惊魂,3.8,87,2015,美国
一刻十年,3.8,82,2015,中国大陆
圣兽警察2-警视厅性犯罪特搜10课,3.8,38,2015,日本
末日袭击,3.8,36,2015,美国
武士摇滚,3.8,34,2015,日本
赛尔号大电影5：雷神崛起,3.7,2272,2015,中国大陆
台北夜蒲团团转,3.7,2289,2015,香港
暗黑杀神,3.7,525,2015,加拿大 / 美国
七公主驾到,3.7,427,2015,韩国
好女孩,3.7,243,2015,韩国
迷失法兰克福,3.7,215,2015,德国
最后救援,3.7,214,2015,美国
奔跑吧有情人,3.7,191,2015,中国大陆
亵渎,3.7,149,2015,美国
内衣杀人案,3.7,59,2015,韩国
恋爱 美食 蟹黄包,3.7,49,2015,中国大陆
何以笙箫默,3.6,91609,2015,中国大陆
王朝的女人·杨贵妃,3.6,32949,2015,中国大陆
电商时代,3.6,1462,2015,中国大陆
搏击迷城,3.6,941,2015,中国大陆 / 香港
寄宿公寓,3.6,607,2015,韩国
等爱归来,3.6,564,2015,中国大陆
美味速递,3.6,320,2015,韩国
男二本色,3.6,291,2015,中国大陆
马小乐之玩具也疯狂,3.6,284,2015,中国大陆
拳脚刑警：唐人街,3.5,107,2015,韩国
天使请吻我,3.6,95,2015,中国大陆
铁猴子传奇之边城困兽,3.6,72,2015,中国大陆
南京东1937,3.6,70,2015,中国大陆
正果,3.6,64,2015,中国大陆
恐攻密码战,3.6,54,2015,美国 / 白俄罗斯 / 俄罗斯 / 乌克兰
她她他,3.6,29,2015,中国大陆
我是谁2015,3.5,2042,2015,中国大陆
全美洗车女郎,3.5,659,2015,美国
时间都去哪了,3.5,554,2015,中国大陆
校园疯骚史之舞动青春,3.5,407,2015,中国大陆
喜气洋洋小金莲,3.5,324,2015,中国大陆
灰色乌鸦,3.5,172,2015,日本
赶尸人之摄魂铃,3.5,182,2015,中国大陆
自由恋爱时代,3.5,140,2015,韩国
考试院,3.5,97,2015,韩国
爱情也有版权吗?,3.5,80,2015,韩国
炮灰,3.5,68,2015,中国大陆
铁猴子传奇之浪客野心,3.5,65,2015,中国大陆
租个男友过新年,3.5,56,2015,中国大陆
武僧传奇之蹴鞠之战,3.5,48,2015,中国大陆
秘密,3.5,39,2015,韩国
蒲出去2之皇者之阶,3.5,33,2015,中国大陆
保持清醒,3.5,35,2015,中国大陆
迷与狂,3.4,1525,2015,中国大陆
道士出山2：伏魔军团,3.4,721,2015,中国大陆
我只要我们在一起,3.4,461,2015,中国大陆
双生灵,3.4,421,2015,中国大陆
花样女鬼,3.4,227,2015,韩国
死尸少女惊魂舞,3.4,217,2015,日本
捉妖济,3.4,157,2015,中国大陆
辽阔天空,3.4,96,2015,美国
连环劫,3.4,76,2015,美国
我的相亲不靠谱,3.4,76,2015,中国大陆
完美约会,3.4,68,2015,中国大陆
粪礼,3.4,58,2015,韩国
诱狼,3.3,1393,2015,中国大陆
拳霸风云,3.3,593,2015,中国大陆
新年来啦之大闹除夕,3.3,549,2015,中国大陆
校花驾到2蜜桃时代,3.3,209,2015,中国大陆
霸道总裁和他的男人,3.3,205,2015,中国大陆
施工中,3.3,147,2015,韩国
超能机器女友,3.3,139,2015,中国大陆
为爱放手,3.3,115,2015,中国大陆
月球陷阱：地球危机,3.3,99,2015,美国
临沧的诱惑,3.3,75,2015,中国大陆
夜惑,3.3,61,2015,中国大陆
赌神归来,3.3,55,2015,中国大陆
射日,3.3,39,2015,韩国
死亡之谜,3.2,760,2015,中国大陆
奔驰的大葱,3.2,501,2015,中国大陆
男人制造,3.2,271,2015,中国大陆
我的办公室老婆,3.2,105,2015,韩国
社交情圣,3.2,101,2015,中国大陆
男奴时代,3.2,90,2015,中国大陆
开罗宣言,3.1,2383,2015,中国大陆
诡影迷情,3.1,1333,2015,中国大陆
妈妈，让我再爱你一次,3.1,282,2015,中国大陆
梦幻佳期,3.1,198,2015,中国大陆
无人机代号RZ-9,3.1,122,2015,美国
探秘者,3.1,104,2015,中国大陆
戴套吧豹头君,3.1,70,2015,中国大陆
我叫陆仁甲,3.1,74,2015,中国大陆
午夜讲诡故事,3.1,39,2015,中国大陆
逆袭的青春,3.1,45,2015,中国大陆
前任2：备胎反击战,5,41102,2015,中国大陆 / 香港
我们都是超能力者！电影版,5,9145,2015,日本
永远的我们,5,920,2015,日本
终点站,5,757,2015,澳大利亚
美国英雄,5,662,2015,美国
最后一日,5,607,2015,美国
仅此而已,5,513,2015,日本
我们依然在这,5,529,2015,美国
东京公关女,5,368,2015,日本
糟糕的周末,5,340,2015,美国
掘火者,5,258,2015,美国
超级特务 剧场版,5,180,2015,日本
原罪少女,5,125,2015,中国大陆
攻炮砖家,5,70,2015,中国大陆
黑山,5,48,2015,奥地利
触不到的爱,5,45,2015,澳大利亚 Australia
黑手,5,36,2015,韩国
邪恶的女人,5,33,2015,日本
情欲房,4.9,1849,2015,新加坡 / 香港
讨厌女生,4.9,862,2015,日本
荔枝光俱乐部,4.9,807,2015,日本
爱神,4.9,833,2015,美国 / 加拿大
致命追击,4.9,792,2015,加拿大
嚎叫,4.9,779,2015,英国
我，迈克尔,4.9,761,2015,美国
梵蒂冈录像带,4.9,622,2015,美国
失忆风云,4.9,547,2015,美国
女人的战争之肮脏的交易,4.9,419,2015,韩国
蜂螫,4.9,456,2015,美国 / 德国
我们停战吧,4.9,331,2015,香港
龙谷,4.9,224,2015,韩国
女杀手KIRI：血腥复仇,4.9,159,2015,日本
杀漠,4.9,109,2015,中国大陆
奇怪的夜晚,4.9,115,2015,美国
东京偷车大盗,4.9,97,2015,日本
殉道者杀手,4.9,80,2015,美国
古路坝灯火,4.9,95,2015,中国大陆
意外,4.9,77,2015,中国大陆
初一,4.9,62,2015,中国大陆
为你抛却,4.9,50,2015,印度 India
消失的凶手,4.8,21751,2015,中国大陆 / 香港
敲敲门,4.8,4730,2015,智利 / 美国
斗地主,4.8,2689,2015,中国大陆
摇滚英雄,4.8,2282,2015,中国大陆
全力扣杀,4.8,2025,2015,香港 / 中国大陆
深夜的红酒,4.8,1980,2015,泰国
变蚊人,4.8,1266,2015,加拿大 Canada
可疑的美容院,4.8,922,2015,韩国
我的亲密敌人,4.8,965,2015,韩国
我爸比我小四岁,4.8,859,2015,中国大陆
航时凶间,4.8,679,2015,美国
危机七分钟,4.8,586,2015,美国
艾米丽,4.8,524,2015,美国
秘密,4.8,335,2015,韩国
股神,4.8,210,2015,中国大陆
混蛋3,4.8,179,2015,美国
魔法触恋,4.8,174,2015,中国大陆
接线员,4.8,152,2015,美国
危险的中毒,4.8,99,2015,韩国
八十八,4.8,117,2015,加拿大
刺青,4.8,103,2015,韩国
列车怎么办,4.8,93,2015,西班牙
铁猴子传奇之花影危机,4.8,99,2015,中国大陆
坏女孩,4.8,84,2015,加拿大
糟糕的夜晚,4.8,91,2015,美国
王家有鬼,4.8,82,2015,越南 Vietnam
把破碎的心变卖为商品,4.8,57,2015,日本
相伴库里申科,4.7,48,2015,中国大陆
舞出未來,4.8,48,2015,美国
神乐,4.8,43,2015,日本
有种你爱我,4.7,31412,2015,中国大陆
夜孔雀,4.7,22440,2015,中国大陆 / 法国
百团大战,4.7,11635,2015,中国大陆
同班同学,4.7,5172,2015,香港
咒怨：完结篇,4.7,2389,2015,日本
想爱就爱2.5,4.7,2211,2015,泰国
热浴盆时光机2,4.7,1576,2015,美国
D坂杀人事件,4.7,1393,2015,日本
意外的爱情,4.7,1158,2015,美国
年轻母亲3,4.7,737,2015,韩国
失忆症,4.7,540,2015,美国
灵蛇爱,4.7,407,2015,泰国
爱之初体验,4.7,390,2015,中国大陆
1和2,4.7,207,2015,美国
怪客,4.7,207,2015,美国
王妃之馆,4.7,186,2015,日本
尸体,4.7,89,2015,美国
爱的陷阱,4.6,77,2015,韩国
独自,4.7,69,2015,韩国
北京卡门,4.7,70,2015,中国大陆
走肉行尸,4.7,47,2015,美国
A小姐,4.7,33,2015,中国大陆
小时代4：灵魂尽头,4.6,86041,2015,中国大陆
鸭王,4.6,16710,2015,香港
空即是色,4.6,4604,2015,韩国
重生爱人,4.6,2017,2015,中国大陆
流浪者年代记,4.6,1071,2015,日本
四非,4.6,1069,2015,香港
蝴蝶：成人世界,4.6,385,2015,韩国
大毒会,4.6,325,2015,英国
一部喜剧,4.6,128,2015,美国
女流推理作家药师寺睿子,4.6,126,2015,日本
死后三天,4.6,102,2015,中国大陆
自杀郡,4.6,70,2015,丹麦 Denmark
活着,4.6,79,2015,中国大陆
狼人杀,4.6,57,2015,中国大陆
黑暗中的陌生人,4.6,51,2015,加拿大
既然青春留不住,4.5,13836,2015,中国大陆
幻世追踪,4.5,3345,2015,美国
脑浆炸裂少女,4.5,2592,2015,日本
道士出山,4.5,1753,2015,中国大陆
年轻母亲：我年纪如何,4.5,1247,2015,韩国
灯塔下的恋人,4.5,781,2015,香港
于宇同：无主之花,4.5,739,2015,韩国
哈文赫特死亡公寓,4.5,236,2015,美国
昨日的果实,4.5,230,2015,加拿大
乔迪尔特历险记2,4.5,178,2015,美国
僵尸归来,4.5,107,2015,中国大陆
一个爸爸,4.5,71,2015,韩国
铁猴子传奇之娇龙媚影,4.5,48,2015,中国大陆
单恋,4.5,36,2015,美国
冲上云霄,4.4,38566,2015,香港 / 中国大陆
神探驾到,4.4,10753,2015,香港 / 中国大陆
擦枪走火,4.4,3923,2015,中国大陆
堕落色戒,4.4,1021,2015,墨西哥
精灵高中之纽约,4.4,221,2015,美国
复仇之剑,4.4,219,2015,英国
他们发现了地狱,4.4,159,2015,美国
空中世界二战,4.4,102,2015,美国
羊急了也跳墙,4.4,99,2015,美国
六扇门之玄武初现,4.4,95,2015,中国大陆
罪恶救赎,4.4,73,2015,中国大陆
六扇门之铁牢,4.4,48,2015,中国大陆
零度容忍,4.4,46,2015,泰国
海鸥老人,4.4,37,2015,中国大陆
失恋的人 LOVEH2O,4.4,33,2015,泰国
怦然星动,4.3,41148,2015,中国大陆
猛龙特囧,4.3,2322,2015,香港 / 中国大陆
美景之屋2,4.3,1200,2015,韩国
别有动机,4.3,1871,2015,中国大陆
花街柳巷,4.3,1266,2015,香港
再见我们的十年,4.3,1148,2015,中国大陆
最后的女孩,4.3,1045,2015,美国
尸体派对,4.3,967,2015,日本
与父同行,4.3,840,2015,泰国
杀戮游戏,4.3,627,2015,美国
法外之徒：卑劣的街头,4.3,118,2015,韩国
整容液事件1,4.3,125,2015,中国大陆
响尾伏魔棒,4.3,91,2015,中国大陆
一夜疯狂,4.3,66,2015,中国大陆
惨痛课程,4.3,45,2015,英国
北京纽约,4.2,11909,2015,中国大陆 / 英国 / 美国
通灵之六世古宅,4.2,1856,2015,中国大陆
公路美人,4.2,522,2015,中国大陆
有夫之妇,4.2,393,2015,韩国
酸菜,4.2,90,2015,中国大陆
致命享用,4.3,80,2015,英国
蒙古公主,4.2,60,2015,韩国
我的干爹是个贼,4.2,45,2015,中国大陆
过剩肉体,4.2,39,2015,美国
世界之底,4.2,30,2015,美国 / 加拿大
栀子花开,4.1,81282,2015,中国大陆
宅女侦探桂香,4.1,19166,2015,中国大陆 / 香港 / 台湾
新步步惊心,4.1,17436,2015,中国大陆
我是女王,4.1,13689,2015,中国大陆
屌丝骑士,4.1,2044,2015,日本
心惊胆战,4.1,1592,2015,香港
我是奋青,4.1,1399,2015,中国大陆
新建文件夹2,4.1,567,2015,韩国
捆绑我爱着我,4.1,490,2015,美国
狼群,4.1,116,2015,澳大利亚
铁翼重生之绝境勇士,4.1,53,2015,中国大陆
神马是爱情,4.1,42,2015,中国大陆
赤道,6,69073,2015,香港
咱们结婚吧,6,58736,2015,中国大陆
华丽上班族,6,38201,2015,香港 / 中国大陆
坏蛋必须死,6,27107,2015,中国大陆 / 香港 / 韩国
潜伏3,6,12650,2015,美国 / 加拿大
暗黑之地,6,3815,2015,法国
星期恋人：前篇,6,3132,2015,日本
办公室,6,2829,2015,韩国
军情五处：利益之争,6,2409,2015,英国
商务囧途,6,1825,2015,美国
森林深处,6,1721,2015,加拿大
阿纳克莱托：特务密探,6,1530,2015,西班牙
青木原树海,6,1334,2015,美国
犯罪活动,6,1125,2015,美国
发誓不会忘记你,6,796,2015,日本
石墙,6,469,2015,美国
探险队的荣光,6,447,2015,日本
月之阴面,6,416,2015,德国 / 卢森堡 / 英国
魅惑,6,381,2015,波兰
暗夜放纵,6,253,2015,丹麦
家有活宝,6,216,2015,德国
两个恋爱,6,159,2015,韩国
往日的山猫,6,109,2015,日本
救命！我把老师变小了,6,121,2015,德国 / 奥地利
恋上朋友的爸爸,6,94,2015,日本
爱情小欲望,6,95,2015,意大利
最后一镜,6,83,2015,中国大陆
新绿野仙踪,6,70,2015,美国
狱警,6,71,2015,日本
保姆的黑皮书,6,61,2015,美国
沉默公寓,6,54,2015,罗马尼亚 / 法国 / 瑞典 / 德国
哥哥教我唱的歌,6,52,2015,美国
巴拉什,6,50,2015,以色列
我是你奶奶,6,54,2015,越南
守门员,6,31,2015,比利时
恶心,6,36,2015,土耳其
看不见的城市,5.9,38,2015,中国大陆
塔努嫁玛努2,6,29,2015,印度 India
玩命速递：重启之战,5.9,24334,2015,法国 / 中国大陆 / 比利时
再见，在也不见,5.9,15669,2015,中国大陆 / 新加坡 / 泰国 / 台湾
一路向南,5.9,4993,2015,美国
蚱蜢,5.9,4671,2015,日本
绿色房间,5.9,3438,2015,美国
恋爱的味道,5.9,2730,2015,韩国
不良教育,5.9,2733,2015,英国
星语心愿之再爱,5.9,2599,2015,中国大陆
沙漠女王,5.9,2184,2015,美国 / 摩洛哥
六年之痒,5.9,2103,2015,美国
杀人依赖,5.9,1929,2015,韩国
荒唐六蛟龙,5.9,1576,2015,美国
我看到了光,5.9,1300,2015,美国
A片现场不NG,5.9,1148,2015,日本
生活,5.9,970,2015,英国 / 美国 / 德国 / 澳大利亚 / 加拿大
猫的葬礼,5.9,813,2015,韩国
密西西比游戏,5.9,723,2015,美国
禁忌房间,5.9,635,2015,加拿大
失眠笔记,5.9,514,2015,中国大陆
想要,5.9,458,2015,英国
陷阱,5.9,421,2015,韩国
恋爱小说,5.9,413,2015,美国
缘：出云新娘,5.9,369,2015,日本
预科生的贩毒网络,5.9,234,2015,美国 / 波多黎各
女孩睡着了,5.9,231,2015,澳大利亚
始料不及,5.9,154,2015,美国
愿望清单,5.9,110,2015,台湾
恋上女教师,5.9,119,2015,中国大陆
成为查理,5.9,80,2015,美国
写生,5.9,80,2015,中国大陆
夜站,5.9,78,2015,英国
少女麦根,5.9,67,2015,萨米地区 Sápmi
触火之恋,5.9,63,2015,美国
那小子真帅,5.9,61,2015,泰国
草裙舞女孩与爱犬可可,5.9,50,2015,日本
健与和,5.9,46,2015,日本
再见318,5.9,42,2015,中国大陆
遗失记忆,5.9,39,2015,英国
逝言,5.9,29,2015,西班牙 / 中国大陆
冬之歌,5.9,26,2015,法国
万物生长,5.8,95087,2015,中国大陆
我的青春期,5.8,9808,2015,中国大陆
今天的恋爱,5.8,7483,2015,韩国
幸存者,5.8,7220,2015,英国 / 美国
圣杯骑士,5.8,3949,2015,美国
阿罗哈,5.8,3905,2015,美国
使命召唤,5.8,3939,2015,法国 / 英国 / 西班牙 / 美国
惊天绑架团,5.8,3655,2015,英国 / 比利时 / 荷兰
绝命盗窃,5.8,2535,2015,南非 / 美国
查泰莱夫人的情人,5.8,2137,2015,英国
克朗普斯,5.8,1693,2015,美国
海浪,5.8,1486,2015,挪威
撒迦利亚,5.8,1334,2015,美国 / 冰岛
奔跑者,5.8,1294,2015,美国
阿提克斯研究所,5.8,1154,2015,美国
进化岛,5.8,1143,2015,法国 / 比利时 / 西班牙
宝贝,5.8,939,2015,印度
危险的见面礼2,5.8,777,2015,韩国
小心许愿,5.8,746,2015,美国
新郎嫁错郎,5.8,695,2015,法国
一个很默瑞的圣诞节,5.8,597,2015,美国
微笑回应,5.8,408,2015,美国
11分钟,5.8,384,2015,波兰 / 爱尔兰
偷车,5.8,278,2015,美国
出柜好莱鸟,5.8,279,2015,美国
无目标地区,5.8,241,2015,加拿大 / 美国
山那边有匹马,5.8,233,2015,中国大陆
弗里敦,5.8,171,2015,美国 / 加纳
同路阿根廷,5.8,172,2015,阿根廷
家族游戏,5.8,156,2015,日本
奇点,5.8,137,2015,美国
没有人喜欢黑夜,5.8,126,2015,西班牙 / 法国 / 保加利亚
巫师,5.8,73,2015,日本 / 奥地利 Austria
东京日出,5.8,62,2015,日本
吻着我，杀了我,5.8,55,2015,美国
幸福至上,5.8,40,2015,印度
港囧,5.7,207333,2015,中国大陆
移动迷宫2,5.7,54068,2015,美国
少年班,5.7,43499,2015,中国大陆
命中注定,5.7,41786,2015,中国大陆 / 香港 / 美国
魔力麦克2,5.7,7290,2015,美国
隐秘的诱惑,5.7,3512,2015,韩国
纯真时代,5.7,2936,2015,韩国
无赖汉,5.7,2030,2015,韩国
女仆日记,5.7,1899,2015,法国 / 比利时
阴阳先生,5.7,1285,2015,中国大陆
野狼与玛莉,5.7,1259,2015,台湾
通宵,5.7,1012,2015,美国
不接吻名单,5.7,839,2015,美国
天堂90分钟,5.7,559,2015,美国
非关正义：完结篇,5.7,511,2015,日本
戏剧性的一夜,5.7,495,2015,韩国
水男孩,5.7,365,2015,泰国
血染淑女,5.7,265,2015,香港
家政妇看见了！,5.7,210,2015,日本
摇晃,5.7,194,2015,日本
神探巴克希,5.7,208,2015,印度
拯救拉斐,5.7,201,2015,德国
海上骑士,5.7,182,2015,希腊
阿登高地,5.7,191,2015,比利时
奇异男孩,5.7,191,2015,法国 / 美国
不死的讨债人,5.7,175,2015,日本
费城夜美丽,5.7,165,2015,美国
丹尼尔,5.7,154,2015,英国
夏之日、君之声,5.7,146,2015,日本
日光之下,5.7,132,2015,中国大陆 / 澳大利亚 Australia
救赎之路,5.7,117,2015,以色列 / 法国
老师们2,5.7,116,2015,法国
丽拉之谜,5.7,100,2015,印度 India
两个朋友,5.7,89,2015,法国
残余记忆,5.7,76,2015,英国
梦开始的地方,5.7,66,2015,中国大陆
吹向越南的风,5.7,56,2015,日本 / 越南
狼来了,5.7,56,2015,韩国
死亡游戏之逆转人生,5.7,63,2015,中国大陆
自由天空,5.7,45,2015,法国 / 德国
事出意外,5.7,41,2015,法国
American.Dirtbags,5.7,36,2015,美国
飞碟，我靠！,5.8,34,2015,美国
家庭电影,5.7,29,2015,捷克 / 德国 / 斯洛伐克 / 斯洛文尼亚 / 法国
剩者为王,5.6,50186,2015,中国大陆 / 香港
恋爱中的城市,5.6,26104,2015,中国大陆
摩天大楼,5.6,11206,2015,英国 / 爱尔兰 / 比利时
回溯迷踪,5.5,5395,2015,西班牙 / 加拿大 / 美国
落跑吧爱情,5.6,5138,2015,台湾 / 香港
海岸情深,5.6,3605,2015,美国 / 法国
鬼牌游戏,5.6,3051,2015,日本
最后的骑士,5.6,2628,2015,韩国 / 捷克
银河街道,5.6,1731,2015,日本
1995穿越时间,5.6,995,2015,泰国
神在巴厘岛,5.6,800,2015,日本
余烬,5.6,827,2015,波兰 / 美国
男孩,5.6,793,2015,美国
爱丽丝：从仙境来的少年,5.6,726,2015,韩国
天使面庞,5.6,632,2015,英国 / 意大利 / 西班牙
偷窥情人,5.6,422,2015,日本
糟糕的兄弟情,5.6,349,2015,美国
弗雷斯诺,5.6,327,2015,美国
沙漠中的最后时日,5.6,303,2015,美国
即将成人,5.6,320,2015,加拿大 Canada
完美家伙,5.6,318,2015,美国
小喽啰,5.6,279,2015,美国
雪海,5.6,234,2015,韩国
无秩序青春,5.6,254,2015,墨西哥 / 德国
愿被你爱,5.6,187,2015,加拿大
血珠,5.6,155,2015,日本
科克维尔的奇迹,5.6,151,2015,美国
迷宫咖啡馆,5.6,158,2015,日本
赤裸,5.6,137,2015,美国
拒绝陌生人之梦,5.6,154,2015,意大利
遇上200%的你,5.6,121,2015,台湾
牺牲之旅,5.6,110,2015,台湾
包里的秘密,5.6,104,2015,中国大陆
鲁德拉玛德维女王,5.6,81,2015,印度
狗眼看阴阳之帝王香包,5.6,60,2015,中国大陆
为什么是我的儿子？,5.6,66,2015,法国
城堡,5.6,26,2015,中国大陆 / 英国
谜城,5.5,31684,2015,中国大陆 / 香港
真实魔鬼游戏,5.5,19050,2015,日本
巴黎假期,5.5,11666,2015,中国大陆 / 香港
红衣小女孩,5.5,3465,2015,台湾
灭绝,5.5,2884,2015,西班牙 / 美国 / 匈牙利 / 法国
神秘感染：第二阶段,5.5,2679,2015,美国
丧家之女,5.5,2617,2015,美国 / 英国
险恶2,5.5,2169,2015,美国
致命追踪,5.5,1882,2015,美国
入侵者,5.5,1202,2015,美国
无限,5.5,1017,2015,澳大利亚
桃色凶车,5.4,826,2015,法国 / 比利时
猫侍 前往南之岛,5.5,742,2015,日本
通学途中,5.5,685,2015,日本
治外法权,5.5,688,2015,韩国
莉莉与凯特,5.5,488,2015,美国
捕鼠者,5.5,454,2015,美国
无序之主,5.5,326,2015,美国
6种死亡方式,5.5,323,2015,美国
莫哈维沙漠,5.5,309,2015,美国
派对十七岁,5.5,311,2015,美国
温柔的家伙,5.5,311,2015,英国
武士人生,5.5,267,2015,日本
马里兰庄园,5.5,228,2015,法国 / 比利时
禁忌关系,5.5,191,2015,中国大陆
暗器,5.5,184,2015,中国大陆
爹地,5.5,180,2015,美国
钢铁，是这样炼成的,5.5,169,2015,中国大陆
关于E的全部,5.5,158,2015,澳大利亚
春子超常现象研究所,5.5,125,2015,日本
性爱帮派,5.5,123,2015,法国
末日后的宇宙碎片,5.5,127,2015,西班牙 / 芬兰 Finland / 埃塞俄比亚
停止,5.5,110,2015,韩国
敌对边境,5.5,101,2015,美国
美好2015,5.5,94,2015,香港
相约瓦尔哈拉,5.5,91,2015,美国
拜访,5.5,78,2015,中国大陆
永远的小丑,5.5,68,2015,丹麦
开工大急,5.5,56,2015,中国大陆
章鱼烧之歌,5.5,46,2015,日本
小锅盖当官,5.5,40,2015,中国大陆
六扇门之绝战,5.5,30,2015,中国大陆
穿越消失点,5.5,27,2015,泰国
道士下山,5.4,122676,2015,中国大陆 / 美国
木星上行,5.4,54661,2015,美国 / 英国
十月初五的月光,5.4,13513,2015,中国大陆 / 香港
别惹德州,5.4,4147,2015,美国
百货战警2,5.4,2989,2015,美国
起死回生,5.4,2530,2015,美国
安娜·弗里茨的尸体,5.4,1823,2015,西班牙
我们都是超能力者番外篇：超能力者进城,5.4,1377,2015,日本
致命邀请,5.4,1287,2015,美国
万圣节传说,5.4,1189,2015,美国
那家伙,5.4,1079,2015,韩国
白日末路,5.4,1128,2015,美国
朝鲜魔术师,5.4,1122,2015,韩国
人质,5.4,926,2015,美国
隐形姐妹,5.4,912,2015,美国
公路游戏,5.4,872,2015,英国 / 法国
血光光五人帮：传说,5.4,773,2015,日本
监禁时间,5.4,657,2015,韩国
幻象,5.4,721,2015,美国
梦寐之子,5.4,843,2015,澳大利亚
天之茶助,5.4,601,2015,日本
搭车遇狼惊魂记,5.4,547,2015,美国
反击,5.4,392,2015,美国
这个警校没有鬼,5.4,330,2015,泰国
劫匪帮,5.4,305,2015,美国
真爱如铁,5.4,281,2015,加拿大
腐尸,5.4,244,2015,美国
合葬,5.4,127,2015,日本
一种战争行为,5.4,133,2015,美国
保守之地,5.4,131,2015,中国大陆
爱情的尸检报告2,5.4,114,2015,印度
独裁者古贺,5.4,98,2015,日本
原宿缩影,5.4,95,2015,日本
山城一夜,5.4,65,2015,中国大陆
正直地活下去,5.4,57,2015,日本
欲望水面下,5.4,50,2015,美国 / 加拿大
泥足深陷,5.4,50,2015,新西兰 New Zealand
独龙之子高德荣,5.4,41,2015,中国大陆
周日般的爱情,5.4,42,2015,加拿大
杜拉拉追婚记,5.3,31176,2015,中国大陆
贵族大盗,5.3,20622,2015,美国 / 英国
暴走神探,5.3,11558,2015,中国大陆 / 香港
怒火保镖,5.3,8284,2015,美国
一万年以后,5.3,8239,2015,中国大陆
无人查收,5.3,4177,2015,美国
鬼债,5.3,3051,2015,加拿大
鬼驱人,5.3,2856,2015,美国
判我有罪,5.3,2886,2015,中国大陆
京城学校：消失的少女们,5.3,2513,2015,韩国
反黑行动组,5.3,2027,2015,法国 / 英国
侠女：剑的记忆,5.3,1742,2015,韩国
圣诞节恐怖故事,5.3,1347,2015,加拿大
剧场版MOZU,5.3,1035,2015,日本
角头,5.3,990,2015,台湾
七号少年,5.3,969,2015,荷兰 / 匈牙利
记忆迷局,5.3,684,2015,美国
小镇性狂欢派对指南,5.3,626,2015,加拿大
逆转,5.3,591,2015,美国
猛虎之家,5.3,606,2015,英国 / 南非
罪的留白,5.3,590,2015,日本
丛林大反攻4：吓傻了,5.3,518,2015,美国
春色漾荡,5.3,387,2015,英国
恩人,5.3,219,2015,美国
