title,rate,rate_nums,onyear,area
圣卓佩兹之夏,7.5,137,1983,法国 / 西德
切·格瓦拉粉的悲惨人生,7.5,135,1983,南斯拉夫
没有向导的旅程,7.5,38,1983,意大利
垂帘听政,7.4,5239,1983,中国大陆 / 香港
我爱夜来香,7.4,2945,1983,香港
咱们的牛百岁,7.4,1137,1983,中国大陆
青春万岁,7.4,876,1983,中国大陆
快乐的单身汉,7.4,625,1983,中国大陆
一见钟情,7.4,292,1983,法国
家在香港,7.4,259,1983,香港
地方英雄,7.4,163,1983,英国
长条旗,7.4,89,1983,美国
骗中骗2,7.4,103,1983,美国
自由，夜,7.4,74,1983,法国
热与尘,7.4,48,1983,英国
火烧圆明园,7.3,6898,1983,香港 / 中国
录影带谋杀案,7.3,3695,1983,加拿大
战争游戏,7.3,1093,1983,美国
阴阳错,7.3,1028,1983,香港
波牛,7.3,731,1983,香港
第一次,7.3,443,1983,香港
大轮回,7.3,460,1983,台湾
看海的日子,7.3,197,1983,台湾
龙二,7.3,108,1983,日本
一个和八个,7.2,2750,1983,中国大陆
血，总是热的,7.2,229,1983,中国大陆
西力传,9,7416,1983,美国
上海滩,9,2772,1983,香港
楢山节考,8.9,15174,1983,日本
乡愁,8.9,11240,1983,苏联 / 意大利
伴我闯天涯,8.9,96,1983,美国
城南旧事,8.8,27274,1983,中国大陆
战场上的快乐圣诞,8.7,26024,1983,英国 / 日本
忍者小英雄,8.7,773,1983,日本
玛丽安娜：拿破仑的一颗明珠,8.7,31,1983,法国
两个人的车站,8.6,4676,1983,苏联
柳林风声,8.6,250,1983,英国
小狗千里寻主记,8.6,43,1983,美国
你逃我也逃,8.5,2461,1983,美国
南极物语,8.5,874,1983,日本
战地浪漫曲,8.5,622,1983,苏联
声陷地中海,8.5,131,1983,希腊
寅次郎的故事32：吹口哨的寅次郎,8.5,110,1983,日本
福尔摩斯与华生医生历险记：阿格拉宝藏,8.5,76,1983,苏联
小毕的故事,8.4,3604,1983,台湾
赤足小子,8.4,173,1983,日本
私语时刻,8.4,87,1983,澳大利亚
星球大战3：绝地归来,8.3,43501,1983,美国
风柜来的人,8.3,16754,1983,台湾
搭错车,8.3,7555,1983,香港 / 台湾
海滩的一天,8.3,3714,1983,台湾
南方,8.3,1095,1983,西班牙 / 法国
东京审判,8.3,425,1983,日本
上海滩续集,8.3,254,1983,香港
凡夫俗女,8.3,252,1983,英国
弗里达,8.3,100,1983,墨西哥
寅次郎的故事31：旅行、女伴和寅,8.3,98,1983,日本
红袍与黑幕,8.3,75,1983,USA / UK/Italy
上帝的笔误,8.3,65,1983,墨西哥
铁皮笛,8.3,33,1983,加拿大
疤面煞星,8.2,30212,1983,美国
细雪,8.2,3764,1983,日本
斗鱼,8.2,3277,1983,美国
卡门,8.2,2251,1983,西班牙
温柔的怜悯,8.2,931,1983,美国
燕特尔,8.2,817,1983,英国 / 美国
化妆师,8.2,168,1983,英国
肮脏可笑的战争,8.2,52,1983,阿根廷
钱,8.1,3855,1983,法国 / 瑞士
母女情深,8.1,4778,1983,美国
儿子的大玩偶,8.1,3066,1983,台湾
沙滩上的宝莲,8.1,2217,1983,法国
儿童之城,8.1,524,1983,丹麦
冒险的代价,8.1,194,1983,法国 / 南斯拉夫
特伦斯·戴维斯三部曲,8.1,118,1983,英国
十字小溪,8.1,102,1983,美国
巴斯克维尔猎犬,8.1,77,1983,英国
安娜·巴甫洛娃,8.1,53,1983,苏联 / East Germany / Cuba / 法国 / 英国
Doctor Who -The Five Doctors (20th Anniversary Special),8.1,45,1983,英国
春宵金粉梦,8.1,29,1983,美国
北国之恋：1983冬天,9.3,354,1983,日本
皇帝保重,6,161,1983,香港
双脑人,7,89,1983,美国
山谷女孩,7,40,1983,美国
假期历险记,6.9,233,1983,美国
千年血后,6.8,1319,1983,英国
表错7日情,6.7,926,1983,香港
尖端大风暴,6.6,103,1983,美国
空心大少爷,6.6,414,1983,香港
莫欺朋友妻,6.6,117,1983,法国
杨过与小龙女,6.5,2132,1983,香港
疯狂靓妹仔,6.5,114,1983,美国
两情相悦,6.3,183,1983,美国
四傻害羞,6.3,35,1983,台湾
流泪的红蜡烛,6.2,33,1983,中国大陆
专撬墙脚,6.1,203,1983,香港
遇到百分之百的女孩,7.7,1322,1983,日本
精变,7.6,519,1983,中国大陆
春天交响曲,7.6,157,1983,西德
森林民谣,7.4,190,1983,捷克斯洛伐克
福星小子1: 只有你,7.4,142,1983,日本
丑闻夫人,7.4,30,1983,日本
十六号病房,7.2,120,1983,中国大陆
高材生,7.2,117,1983,美国
待我漫漫,7.2,36,1983,argentina
男与女,7.1,1125,1983,香港
石榴花,7.1,750,1983,中国大陆
小教父,7.1,540,1983,美国
真爱大逃亡,7.1,179,1983,法国
她们的疯狂,7.1,35,1983,西德 / 法国
神学院,8.5,62,1983,法国
蝴蝶泉,8.1,869,1983,中国大陆
三打陶三春,8.1,43,1983,中国大陆
杀人电梯,6,1498,1983,荷兰
龙腾虎跃,6,796,1983,香港
少爷威威,6,899,1983,香港
纽约冰淇淋,5.8,836,1983,美国
疯狂八三,5.8,90,1983,香港
抓鬼特攻队,5.7,81,1983,台湾
星际钝胎,5.5,305,1983,香港
十八铜女,5.4,32,1983,台湾
梁上君子,6.8,103,1983,香港
撞鬼,6.6,56,1983,台湾 / 香港
鹿鼎记,6.5,302,1983,香港
追鬼七雄,6.4,785,1983,香港
爱意浓浓,6.4,46,1983,日本
武林圣火令,6.3,768,1983,香港
六指琴魔,6.3,530,1983,香港
掌门人,6.3,216,1983,香港
超人3,6.2,2076,1983,英国 / 美国
独行侠野狼,6.2,110,1983,美国
满天神佛,6.1,62,1983,香港
老鼠嫁女,7.9,5732,1983,中国大陆
狐狸送葡萄,7.8,3046,1983,中国大陆
超级双雄,7.7,42,1983,意大利 / 美国
天师撞邪,7.6,231,1983,香港
刑事物语2：片山刑警在果园,7.6,79,1983,日本
奇谋妙计五福星,7.5,13220,1983,香港
黑色小红帽,7.5,165,1983,波兰
自古英雄出少年,7.4,2420,1983,香港 / 中国大陆
蚂蚁历险记,7.4,113,1983,苏联
伙伴,7.4,35,1983,法国
最佳拍档2：大显神通,7.3,5563,1983,香港
情杀案中案,7.2,543,1983,法国
黑暗的习惯,7.1,595,1983,西班牙
艾迪墨菲-精神错乱,8.6,200,1983,USA
别特罗与瓦谢金奇遇记,8.6,46,1983,苏联
人生七部曲,8.3,5900,1983,英国
永保公司血泪史,8.3,178,1983,英国
山T老夫子,8.1,551,1983,香港
加菲猫进城,8.1,44,1983,美国
Abhilasha,9.7,109,1983,印度
卓别林秘史,9.2,121,1983,英国
幻魔大战,5.9,124,1983,日本
大白鲨3,5.8,980,1983,美国
姐妹联谊会惊魂,5.5,79,1983,美国
阴阳魔界,7,1038,1983,美国
飞翔的鲸鱼,6.7,38,1983,英国
异形再现,6.5,101,1983,美国
人鼠之战,6.4,62,1983,加拿大 / 美国
2019：纽约陷落之后,6.4,40,1983,意大利 / 法国
魔宫夺宝奇兵皇冠大宝蒇,7.8,858,1983,西班牙 / 美国 / 意大利
宇宙战争,7.6,113,1983,日本
DAICON FILM版 杰克奥特曼 MAT ARROW号出发命令,7.3,44,1983,日本
时空之轮,7.2,60,1983,法国 / 波兰
第22届日本科幻大会开幕片,8.8,133,1983,日本
哆啦A梦：大雄的海底鬼岩城,8.3,2129,1983,日本
日月无光,8.3,1130,1983,法国
最后决战,8.1,1000,1983,法国
午夜兰花,5.7,385,1983,台湾
楚留香大結局,5.5,114,1983,台湾
日劫,5.4,412,1983,香港
神通术与小霸王,5.3,171,1983,香港
霹雳情,7,122,1983,香港
蜀山：新蜀山剑侠,6.9,12083,1983,香港
007之八爪女,6.8,4113,1983,英国 / 美国
007外传之巡弋飞弹,6.8,2330,1983,英国 / 美国 / 西德
天蚕变,6.5,1394,1983,香港
水晶人,6.4,208,1983,香港
大侠沈胜衣,6.3,371,1983,香港
清宫启示录,6.3,188,1983,香港
武当,6.1,480,1983,中国大陆
妖魂,6.2,297,1983,香港
封神劫,6.1,138,1983,香港
骷髅13,7.9,289,1983,日本
金粉游龙,7.9,31,1983,台湾
生死决,7.5,681,1983,香港
三闯少林,7.5,562,1983,香港
火冰历险,7.1,219,1983,美国
泽伯,6,54,1983,意大利
猛鬼出笼,5.8,382,1983,香港
血腥死亡营,6.6,290,1983,美国
蓝盾保险箱,6.6,165,1983,中国大陆
钱……,6.6,42,1983,中国大陆
血腥激情夜,6.4,51,1983,意大利
惊魂记2,7.6,914,1983,美国
害时出世,7.1,221,1983,香港
你好出租车,7,47,1983,南斯拉夫
临歧：歧途,6.1,31,1983,香港
蛇机四伏,3.9,69,1983,美国
鬼哭神嚎3,4.5,67,1983,美国
脑魔,6,69,1983,香港
红鬼仔,5.9,91,1983,香港
毒蛊,5.8,71,1983,香港
房间里的女人,7.1,122,1983,美国
颤栗,9.2,3407,1983,美国
冲突,8.7,32,1983,苏联
雕塑家刘焕章,6.6,53,1983,中国大陆
水手的三枚硬币,7.1,120,1983,法国
天堂陌影,8.6,268,1983,美国
舞厅,8.3,549,1983,法国 / 意大利 / 阿尔及利亚
华佗与曹操,6.9,93,1983,中国大陆
泥人常传奇,6.7,49,1983,中国大陆
我活过了，但  小津安二郎传,8,278,1983,日本
张衡,7.1,286,1983,中国大陆
巴勒斯：一部电影,8.4,109,1983,美国
录像信,8.1,133,1983,日本
火辣监狱,6,140,1983,日本
高野圣,6.7,47,1983,日本
歌剧 魔笛,9,110,1983,德国
David Bowie: Serious Moonlight,8.9,50,1983,英国 / 美国
血红天空下,8.7,37,1983,英国 / 加拿大 / 美国
有一天皮娜问我,8.4,57,1983,法国
那喀索斯,8.3,42,1983,加拿大
1983年中央电视台春节联欢晚会,8.1,116,1983,中国大陆
四个美国作曲家,8.1,45,1983,英国
"Motown 25: Yesterday, Today, Forever",9.6,46,1983,美国
魔,6.4,942,1983,香港
魔胎,6.3,1714,1983,香港
狂犬惊魂,6.2,577,1983,美国
坚墙,7.2,49,1983,土耳其 / 法国
天下第一,7.4,707,1983,台湾 / 香港
车魂,6.9,82,1983,香港
少女集中营,5,35,1984,香港
O的故事2,6,71,1984,法国 / 西班牙 / Panama
沙岗堡,6,40,1984,法国
黑色手铐,5.9,87,1984,美国
祁连山的回声,5.9,55,1984,中国大陆
无名火,5.7,106,1984,香港
滴水观音,5.7,88,1984,中国大陆
有Friend无惊,5.7,47,1984,香港
隐私欲望,5.6,511,1984,法国 / 西德
云杜娘,5.6,81,1984,法国
阁楼性事,5.4,34,1984,西班牙
青涩的季节,5.4,29,1984,法国
艾曼妞 4,5.3,96,1984,法国
风流冤鬼,5.2,129,1984,香港
公主与女仆,5.2,35,1984,美国 / 法国
五郎八卦棍,7,1832,1984,香港
斯万的爱情,7,694,1984,法国 / 西德
十六支蜡烛,7,720,1984,美国
红衣女郎,7,634,1984,美国
大小不良,7,518,1984,香港
外星恋,7,527,1984,美国
人鱼传说,7,385,1984,日本
危险行动,7,227,1984,法国 / 瑞士
秘密的荣誉,7,186,1984,美国
男女方程式,7,181,1984,香港
城市之光,7,160,1984,香港
绿林女儿,7,75,1984,瑞典 / 挪威
我为你狂,7,48,1984,香港
莺燕桃李,7,28,1984,中国大陆
追讨者,6.9,1613,1984,美国
大魔域,6.9,652,1984,西德 / 美国
龙威小子,6.9,536,1984,美国
泰山王子,6.9,165,1984,英国
失落的一封信,6.9,106,1984,法国
异星兄弟,6.9,63,1984,美国
家与世界,6.9,45,1984,印度
波士顿人,6.9,44,1984,英国 / 美国
濑户内少年棒球团,6.9,42,1984,日本
海盗,6.9,30,1984,法国
少林小子,6.9,3638,1984,香港
比佛利山超级警探,6.8,1306,1984,美国
在火山下,6.8,194,1984,美国 / 墨西哥
森林女王,6.8,138,1984,英国 / 美国
花园街五号,6.7,71,1984,中国大陆
多彩的晨光,6.8,66,1984,中国大陆
倾城之恋,6.7,7711,1984,香港
灵气逼人,6.7,2090,1984,香港
我爱罗兰度,6.7,535,1984,香港
秋瑾,6.7,349,1984,中国
洪拳大师,6.7,387,1984,香港
英伦琵琶,6.7,244,1984,香港
玛丽亚的情人,6.7,209,1984,美国
猎场札撒,6.7,202,1984,中国大陆
话多多二人帮,6.7,55,1984,日本
铁板烧,6.6,953,1984,香港
凶火,6.6,271,1984,美国
清水湾，淡水湾,6.6,65,1984,中国大陆
先生贵姓,6.6,60,1984,香港
新汉普夏饭店,6.6,61,1984,英国 / 加拿大 / 美国
我爱玛莉,6.6,54,1984,台湾
南拳王,6.5,780,1984,香港
猫头鹰与小飞象,6.5,627,1984,香港
我爱神仙遮,6.5,611,1984,香港
新飞狐外传,6.4,571,1984,香港
我们的故事,6.4,77,1984,法国
血染的舞鞋,6.4,71,1984,意大利
双面间谍,6.4,47,1984,法国 / 加拿大 / 美国
沙丘,6.3,2891,1984,美国
变态家族：长兄的新娘,6.3,505,1984,日本
夹心沙展,6.3,32,1984,香港
第七个目标,6.3,38,1984,法国
雪儿,6.2,701,1984,香港
停不了的爱,6.2,594,1984,香港
天蚕变之布衣神相,6.2,580,1984,香港
三十处男,6.2,293,1984,香港
游侠情,6.2,188,1984,香港
一发不可收拾的情欲,6.2,109,1984,韩国
多情种,6.2,107,1984,香港
哥斯拉之怪兽王复活,6.2,111,1984,日本
激情犯罪,6.2,42,1984,美国
W的悲剧,8,3180,1984,日本
印度之行,8,1815,1984,英国 / 美国
绿蚂蚁做梦的地方,8,500,1984,西德 / 澳大利亚
电脑梦幻曲,8,453,1984,美国 / 英国
我心深处,8,287,1984,美国
终结者,7.9,93033,1984,美国 / 英国
男孩遇见女孩,7.9,2118,1984,法国
小科学怪人,7.9,1996,1984,美国
圆月映花都,7.9,1062,1984,法国
金大班的最后一夜,7.9,839,1984,台湾
逆喷射家族,7.9,349,1984,日本
老莫的第二个春天,7.9,302,1984,台湾
血迷宫,7.8,16604,1984,美国
黄土地,7.8,11328,1984,中国大陆
同窗之爱,7.8,6695,1984,英国
边城,7.8,5184,1984,中国大陆
紫雨,7.8,685,1984,美国
寂静太阳年,7.8,489,1984,德国 / 波兰 / 美国
卡门,7.8,271,1984,法国 / 意大利
幼儿园,7.8,92,1984,苏联
序之舞,7.8,63,1984,日本
魔幻奇谈,7.8,44,1984,西班牙
怒河春醒,7.8,34,1984,美国
夺宝奇兵2,7.7,26793,1984,美国
省港旗兵,7.7,6554,1984,香港
雷雨,7.7,5289,1984,中国大陆
2010,7.7,5698,1984,美国
等待黎明,7.7,2095,1984,香港
大桥下面,7.7,1347,1984,中国大陆
霹雳舞,7.7,1254,1984,美国
全家福,7.7,1116,1984,香港
青春岁月,7.7,499,1984,丹麦
玉卿嫂,7.7,234,1984,台湾
1968年困惑的夏天,7.7,185,1984,南斯拉夫
留给女儿的日记,7.7,159,1984,匈牙利
狠将奇兵,7.7,143,1984,美国
刑事物语3：片山刑警在海岛,7.7,102,1984,日本
校园档案,7.7,111,1984,台湾
未來少年高立特別篇 巨大機毒蛾號的復活,7.7,69,1984,日本
代罪羔羊,7.7,57,1984,美国
暗里藏刀,7.7,35,1984,美国
一九八四,7.6,8099,1984,英国
上海之夜,7.6,1648,1984,香港
贾二卖杏,7.6,973,1984,中国大陆
丹尼玫瑰,7.6,951,1984,美国
坠入情网,7.6,891,1984,美国
鞋的故事,7.6,371,1984,捷克斯洛伐克
天使报喜,7.6,278,1984,匈牙利
天生好手,7.6,290,1984,美国
爱的召集令,7.6,185,1984,美国
谭嗣同,7.6,139,1984,中国大陆
乳霜柠檬,7.6,74,1984,日本
皇牌杂差,7.6,81,1984,法国
圣洁无辜的人,7.6,61,1984,西班牙
我为什么命该如此?,7.5,1046,1984,西班牙
邮缘,7.5,498,1984,中国大陆
奥特曼物语,7.5,321,1984,日本
阶级关系,7.5,168,1984,西德 / 法国
三文治,7.5,87,1984,香港
冰人四万年,7.5,96,1984,美国
真幻之爱,7.5,42,1984,法国
窃金者,7.5,59,1984,法国
北国红豆,7.5,44,1984,中国大陆
快餐车,7.4,21708,1984,香港 / 西班牙
铁幕性史,7.4,1049,1984,波兰
策马入林,7.4,456,1984,台湾
生死恋,7.4,241,1984,法国
失婚老豆,7.4,255,1984,香港
月亮湾的风波,7.4,130,1984,中国大陆
女作家与谋杀案 试播集,7.4,92,1984,美国
大兵,7.4,84,1984,美国
圣诞颂歌,7.4,71,1984,美国
麻雀放浪记,7.4,89,1984,日本
喜相逢,7.4,58,1984,加拿大
魔域煞星,7.3,756,1984,美国
公仆,7.3,738,1984,香港
犯罪元素,7.3,624,1984,丹麦
棉花俱乐部,7.3,572,1984,美国
打击惊魂,7.3,523,1984,英国
秋天年鉴,7.3,232,1984,匈牙利
北之萤,7.3,273,1984,日本
叛舰喋血记,7.3,174,1984,英国 / 美国
林中迷案,7.3,206,1984,中国大陆
安安,7.3,150,1984,港台
八十年代灰姑娘,7.3,163,1984,意大利 / 法国
海滩,7.3,142,1984,中国大陆
上海浮生记,7.3,78,1984,日本
星际旅行3：石破天惊,7.2,4866,1984,美国
街上流行红裙子,7.2,426,1984,中国大陆
福尔摩斯：跳舞的人,9,936,1984,英国
波希米亚丑闻,8.9,1171,1984,英国
摔三弦,8.9,61,1984,中国大陆
街头舞士,8.9,40,1984,美国
丑八怪,8.8,1666,1984,苏联
五女拜寿,8.8,1153,1984,中国大陆
福尔摩斯：驼背人,8.8,837,1984,英国
街头浪子,8.7,31,1984,美国
莫扎特传,8.6,63290,1984,美国
德州巴黎,8.6,24732,1984,英国 / 法国 / 美国 / 西德
天堂陌影,8.6,6157,1984,美国 / 西德
天国车站,8.5,1572,1984,日本
冬冬的假期,8.4,8700,1984,台湾
塞瑟岛之旅,8.4,2110,1984,希腊 / 意大利 / 英国 / 西德
雪花莲节,8.4,597,1984,捷克斯洛伐克
卡奥斯,8.4,101,1984,意大利 / 法国
鸟人,8.3,13061,1984,美国
杀戮战场,8.3,3262,1984,英国
人生,8.3,2486,1984,中国大陆
热铁皮屋顶上的猫,8.3,161,1984,美国
寅次郎的故事34：寅次郎真实一路,8.3,116,1984,日本
寅次郎的故事33：夜雾中的寅次郎,8.3,94,1984,日本
似水流年,8.2,2636,1984,香港 / 中国大陆
再见箱舟,8.2,2005,1984,日本
葬礼,8.2,1219,1984,日本
爱的激流,8.2,796,1984,美国
苏拉姆城堡的传说,8.2,382,1984,苏联 / 格鲁吉亚
残酷的浪漫史,8.2,418,1984,苏联
与此同时,8.2,232,1984,英国
安娜与贝拉,8.1,6832,1984,荷兰
高山下的花环,8.1,2572,1984,中国大陆
忏悔,8.1,1612,1984,苏联
月神的宠儿,8.1,199,1984,意大利 / 苏联 / 法国
魔术师,8.1,140,1984,荷兰
乡村星期天,8.1,127,1984,法国
太阳照样升起,8.1,44,1984,美国
北国之恋：1984夏天,9.5,315,1984,日本
福尔摩斯：斑点带子案,9.2,947,1984,英国
美国往事,9.1,171888,1984,意大利 / 美国
阿信的故事,9.1,82,1984,日本
波丽露,5.9,94,1984,美国
爱情麦芽糖,5.6,175,1984,香港
绿宝石,7,493,1984,美国 / 墨西哥
茶花女,7,369,1984,美国
伊人再见,6.9,272,1984,香港
半熟米饭,6.8,62,1984,美国
巴卡路·班仔跨越八次元空间大冒险,6.8,36,1984,美国
君子好逑,6.7,892,1984,香港
青蛙王子,6.5,1211,1984,香港
光棍俱乐部,6.4,165,1984,美国
再看我一眼,6.1,74,1984,美国
笑破铁幕,8,2526,1984,美国 / 英国
街角的童话,8.1,133,1984,日本
木偶出征百老汇,8,63,1984,美国
圣诞快乐,7.7,2936,1984,香港
醋海风波,7.6,1051,1984,美国
ABC Afterschool Specials: The Almost Royal Family,7.6,24,1984,USA
美人鱼,7.4,10003,1984,美国
今夜有暴风雪,7.4,178,1984,中国大陆
情人看刀,7.2,518,1984,台湾 / 香港
寒夜,7.2,155,1984,中国大陆
莫斯科先生,7.2,153,1984,美国
少女日记,7.2,100,1984,香港
我的夏日旅行,7.2,99,1984,日本
单身传奇,7.2,48,1984,美国
缘份,7.1,13924,1984,香港
费城实验,7.1,1196,1984,美国
浑身是劲,7.1,383,1984,美国
湖畔幽魂,7.1,287,1984,台湾
为了伽耶子,7.1,118,1984,日本
四等小站,7.1,59,1984,中国大陆
明姑娘,7.1,52,1984,中国大陆
情海冤魂,7.1,29,1984,阿根廷 / 西班牙
超时空要塞：可曾记得爱,8.9,4632,1984,日本
岸,8.5,208,1984,苏联 / 西德
龙女,8.3,168,1984,中国大陆
盘妻索妻,9.3,112,1984,中国大陆
马桶妖怪,6,269,1984,美国
走火炮,5.9,87,1984,香港
都市热战,5.8,74,1984,美国
炮弹飞车2,5.7,639,1984,美国 / 香港
霹雳雷电,5.6,76,1984,香港
鬼线人,5.2,489,1984,香港
最佳拍档3：女皇密令,7,6224,1984,香港
小精灵,7,1448,1984,美国
彗星之夜,7,262,1984,美国
神勇双响炮,6.9,2560,1984,香港
捉鬼敢死队,6.7,7605,1984,美国
哑迷,6.7,1376,1984,加拿大
双龙出海,6.7,1006,1984,香港
恭喜发财,6.5,794,1984,香港
人吓鬼,6.4,1532,1984,香港
南斗官三斗北少爷,6.4,329,1984,香港
鬼马天师,6.4,270,1984,香港
愁眉笑脸,6.4,51,1984,中国大陆
上天救命,6.3,578,1984,香港
奸人鬼,6.3,254,1984,香港
望子成虫,6.3,139,1984,香港
癫凤狂龙,6.2,221,1984,香港
最后一次接触,6.2,120,1984,法国
笑匠,6.1,108,1984,香港 / 台湾
George Carlin: Carlin on Campus,8,52,1984,美国
警察学校,7.9,4269,1984,美国
阿混新传,7.9,279,1984,中国大陆
杀人狂 vs. 杀人狂,7.9,103,1984,南斯拉夫
闩,7.8,86,1984,法国
摇滚万万岁,7.6,2244,1984,美国
名侦探福尔摩斯：海底的财宝之卷,7.6,54,1984,日本
疯狂家庭战争,7.5,56,1984,荷兰
黑白僵尸,7.4,192,1984,香港
毒魔复仇,7.3,385,1984,美国
菜鸟大反攻,7.3,71,1984,美国
霹雳舞2,7.2,121,1984,美国
马后炮,7.2,101,1984,香港
姑娘今年二十八,7.2,77,1984,中国大陆
开心鬼,7.1,19535,1984,香港
笑太极,7.1,842,1984,香港
没问题,7.1,27,1984,南斯拉夫
福星小子2：绮丽梦中人,8.8,500,1984,日本
三个老兵,8.4,803,1984,捷克斯洛伐克
巴尔干间谍,8.3,146,1984,南斯拉夫
魔法小天使 永远的OnceMore,8.3,80,1984,日本
外星秘族,6,34,1984,法国 / 南斯拉夫
地下怪物,5.1,83,1984,美国
隐形人,6.8,35,1984,UK
人肉鼠餐,6.7,165,1984,意大利 / 法国
最后的星空战士,6.6,331,1984,美国
霹雳追魂弹,6.6,41,1984,美国
超级少女,6.4,2314,1984,英国 / 美国
佐菲奥特曼 奥特战士vs大怪兽军团,7.5,252,1984,日本
大蛇王,7.3,318,1984,台湾
红海魔影,7.3,209,1984,意大利 / 法国
风之谷,8.8,170885,1984,日本
飞狼,8.6,1074,1984,美国
1984：麦金塔,8.6,174,1984,美国
哆啦A梦：大雄的魔界大冒险,8.2,1788,1984,日本
细雨即将来临,8.1,31,1984,苏联
魔殿屠龙,4.9,308,1984,香港
割脑行尸,4.8,44,1984,澳大利亚 / 新西兰
浪子燕青,5.8,35,1984,香港
九子天魔,5.6,119,1984,台湾 / 香港
智斗美女蛇,5.5,78,1984,中国大陆
武僧,6.8,83,1984,香港
毁灭者科南,6.3,660,1984,美国
铁面金刚,6.2,171,1984,美国
锦衣卫,6.2,1202,1984,香港
越战先锋,6.2,252,1984,美国
至尊一剑,6.1,256,1984,香港
少林童子功,6.1,89,1984,中国大陆
新方世玉,6.1,67,1984,中国大陆
李小龙传奇,8,102,1984,香港
上海滩十三太保,7.4,2355,1984,台湾
死亡勇士,7.4,60,1984,土耳其
猛鬼出笼II艳鬼发狂,5.8,434,1984,香港
镰刀梦魇,5.7,474,1984,美国
508疑案,5.5,74,1984,中国大陆
十三号星期五：终结篇,6.3,565,1984,美国
名侦探福尔摩斯 蓝柘榴石之卷,7.4,73,1984,日本
猛鬼街,7.2,15928,1984,美国
粉红色杀人夜,7.1,1144,1984,美国
给仙女的毒药,7.1,58,1984,墨西哥
蓝宝石案,8.9,753,1984,英国
福尔摩斯：孤身骑车人,8.8,913,1984,英国
福尔摩斯：海军协定,8.7,823,1984,英国
平安夜，杀人夜,6.2,208,1984,美国
怒河,7.2,42,1984,美国
穿梭阴阳界,5,31,1984,香港 / 台湾
连体,5.4,361,1984,香港
人骨麻将,5.4,142,1984,香港
狼之一族,7.4,245,1984,英国
一个女孩的故事,6.9,182,1984,澳大利亚
无声的尖叫,8.8,377,1984,美国
激情燃烧的零式战机,7.8,92,1984,日本
双雄会（上集）,7.8,67,1984,中国大陆
士兵的歌谣,7.6,90,1984,原西德
第一骑兵军,7.3,95,1984,苏联
情歌,5.8,107,1984,日本
感觉,6.2,91,1984,美国
鼹鼠的梦,9.4,248,1984,捷克
安东尼奥·高迪,7.7,783,1984,日本
舒伯特: 伟大的爱与愁,7.4,134,1984,英国
哈维·米尔克的时代,8.9,397,1984,美国
转变的挑战,8.9,108,1984,美国
通往布列松之路,8.6,572,1984,荷兰
关于玛琳的二三事,8.5,42,1984,西德
人生七年4,9.2,2246,1984,英国
团鬼六 绳妆馆,6,99,1984,日本
Muzikant a smrt,7,81,1984,Czechoslovakia
1984年中央电视台春节联欢晚会,7.5,92,1984,中国大陆
音乐在中国,8.1,61,1984,英国
海军毛衣,8.1,45,1984,法国
烈焰焚音,9.4,368,1984,日本
别假正经,9.2,297,1984,美国
嘻哈风暴,9.1,159,1984,美国
Sigmund,7,255,1984,美国 / 加拿大
为什么生我,7,63,1984,中国大陆
毛虫凯蒂,8.2,213,1984,西班牙 / 墨西哥
魔战,6.7,198,1984,香港
猎魔,6.5,64,1984,澳大利亚
世界残酷写真,6.3,144,1984,意大利
我饥肠辘辘，我寒冷难耐,7.9,137,1984,法国
小爸爸的天空,7.2,75,1984,台湾
二十年后再相会,7.1,74,1984,中国大陆
空海,8.3,36,1984,日本
雅马哈鱼档,7.1,228,1984,中国大陆
五号机要员,6.6,31,1984,中国大陆
代号213,6.5,794,1984,中国大陆
色魔诙谐曲,6.3,168,1984,法国
安德鲁和威利冒险记,6.1,4526,1984,美国
排演之后,7.2,130,1984,瑞典
毒咒,4.9,80,1985,香港
比尔博·巴金斯的奇妙旅程,4.9,46,1985,苏联
少林海灯法师,6,205,1985,香港
歌舞升平,6,165,1985,香港
诱惑：残酷的女人,6,51,1985,西德
醋劲小鸡,6,49,1985,法国
淘金王,6,35,1985,中国大陆
魔女玛塔,5.9,32,1985,美国
可口可乐小子,5.8,574,1985,澳大利亚
十三号星期五5,5.8,420,1985,美国
情怨陷阱,5.8,151,1985,台湾
女銀行員 暴行オフィス,5.8,45,1985,日本
G  点,5.8,26,1985,美国
主犯在你身边,5.8,34,1985,中国
流氓公仆,5.7,107,1985,香港
细菌浩劫,5.7,75,1985,美国
皇家密杀令,5.7,61,1985,美国
龙拳小子,5.7,51,1985,美国
性奋按键,5.7,37,1985,法国
结婚案内之谜,5.7,32,1985,日本
Do?a Lupe,5.8,66,1985,墨西哥
平安夜,5.6,65,1985,香港
人妻收集者,5.5,425,1985,日本
末代纳粹特勤团,5.5,401,1985,英国
深谷尸变,5.4,114,1985,中国大陆
狂野的爱,5.3,458,1985,法国
肌肤下的火焰,5.2,46,1985,法国
未来杀手,5.3,41,1985,美国
食人族大屠杀,5.1,214,1985,意大利
魔鬼司令,7,5519,1985,美国
魔茧,7,1127,1985,美国
爱神一号,7,818,1985,香港
凌云壮志,7,450,1985,美国
无足轻重,7,264,1985,英国
侦探,7,246,1985,法国 / 瑞士
我的朋友伊万·拉布辛,7,55,1985,苏联
孩子们,7,32,1985,法国
索伦河谷的枪声,7,30,1985,中国大陆
